448.5,619.0,0,0,0,0,2,1,2,1,5
574.3225806451613,452.69354838709677,9,7,5,5,13,11,9,10,5
606.0,404.5,10,22,26,26,16,28,32,32,5
685.2,441.55,0,1,1,2,2,3,3,4,5
518.0,800,0,0,0,0,1,1,1,1,5
559.4915254237288,403.03389830508473,9,13,4,9,14,17,8,14,5
326.6666666666667,728.1666666666666,0,0,0,0,2,2,2,2,5
518.0,800,1,0,0,1,4,3,3,4,5
636.3296703296703,439.5824175824176,13,14,17,17,19,20,23,23,5
615.952380952381,464.2857142857143,4,2,0,8,7,5,3,11,5
606.082191780822,544.2054794520548,11,3,13,11,16,8,18,16,5
545.0,453.5,11,4,13,9,15,8,17,13,5
588.0769230769231,439.0769230769231,8,12,17,0,0.5714285714285714,0.7058823529411765,0.7727272727272727,0,0
549.4426229508197,423.58196721311475,24,25,23,0,0.7272727272727273,0.7575757575757576,0.7419354838709677,0,0
688.1333333333333,430.3333333333333,8,6,5,0,0.6666666666666666,0.6,0.5555555555555556,0,0
479.030303030303,450.969696969697,10,8,5,0,0.7142857142857143,0.6666666666666666,0.5555555555555556,0,0
604.1728395061729,413.9012345679012,13,14,17,0,0.6842105263157895,0.7368421052631579,0.7391304347826086,0,0
567.9029126213592,412.09708737864077,16,18,25,0,0.6956521739130435,0.72,0.78125,0,0
602.0,397.74545454545455,21,20,13,0,0.7777777777777778,0.7692307692307693,0.6842105263157895,0,0
604.9243697478992,417.0504201680672,21,14,23,0,0.75,0.6666666666666666,0.7666666666666667,0,0
568.9158878504672,471.39252336448595,15,12,21,0,0.7142857142857143,0.631578947368421,0.7777777777777778,0,0
544.9295774647887,404.056338028169,14,14,8,0,0.7777777777777778,0.7777777777777778,0.6666666666666666,0,0
551.3626373626373,390.4065934065934,20,9,10,0,0.7692307692307693,0.6428571428571429,0.6666666666666666,0,0
579.1470588235294,404.63235294117646,20,19,24,0,0.7692307692307693,0.76,0.8,0,0
517.3972602739726,393.4246575342466,9,6,6,0,0.75,0.6666666666666666,0.5454545454545454,0,0
662.0,417.2352941176471,2,0,1,0,0.5,0.0,0.3333333333333333,0,0
518.0,800,4,2,2,0,0.5,0.3333333333333333,0.3333333333333333,0,0
467.0,800,0,0,0,0,0.0,0.0,0.0,0,0
684.6666666666666,645.8181818181819,0,0,1,0,0.0,0.0,0.25,0,0
622.9411764705883,771.7647058823529,0,0,0,0,0.0,0.0,0.0,0,0
731.0,734.5,0,0,0,0,0.0,0.0,0.0,0,0
614.0,396.9491525423729,11,7,5,0,0.7333333333333333,0.5833333333333334,0.5555555555555556,0,0
455.84615384615387,479.84615384615387,1,1,0,0,0.5,0.5,0.0,0,0
